Sample_ID,Herb_Name,Adulterant_Present,Adulterant_Type,Adulteration_Level,Spectral_Data
398,Ginseng,0,NotPresent,0,"0.1360503599642109,0.028086631206211243,0.1052294968705797,0.8421832487358835,0.5667871103165384,0.3055988343991487,0.6220888759117851,0.5591342975197208,0.3021890663540585,0.9588627415652077,0.8616355846853084,0.7350899031728673,0.5899671885777992,0.5727867406464704,0.724701675263118,0.4892196772794166,0.5142306449349501,0.7433859794001791,0.7145924335501115,0.4599371921165938,0.906791067301758,0.1892119275917371,0.10386633098578313,0.231721405402322,0.01569329295448052,0.27153983447190033,0.38225211995257946,0.7074534592857593,0.8163499852876016,0.07576434888449057,0.2908944908223453,0.24379686392099398,0.3197709434871949,0.6451378967610032,0.007604680687333443,0.8232925080766307,0.5813742676165219,0.2830965018240973,0.8009022376891981,0.908807209864374,0.8399016927356036,0.22001932190259765,0.6367308789052747,0.41318135645510246,0.3952958848226339,0.7593243278259598,0.12958241375210466,0.36570605752051333,0.7606606158427891,0.7986565144626925,0.6023064009170691,0.18623207492114702,0.260219728275925,0.6338356556248633,0.4282441793042713,0.8819704991696603,0.2293028805614319,0.9613849283874186,0.15224339325878766,0.0537908117189021,0.6316044593844784,0.7666561489367831,0.9471919601570479,0.1543793224341845,0.9768159029876108,0.5187253578822757,0.0922303649966143,0.019223196320028002,0.9168637168293526,0.6769156390696626,0.4150426817056869,0.5879459774102579,0.16114961106083314,0.8715357453445409,0.2540185378848103,0.5658651528279078,0.9915149886572363,0.6391034249450496,0.8982159500032052,0.5622522458940745,0.9471318291576644,0.2533384424391928,0.8112566507065171,0.7719400799682152,0.58707358293921,0.5328065995119322,0.19979935304923735,0.9979725019021849,0.701843693314912,0.03156771317875562,0.4136622324273542,0.3645791641734375,0.40024497110593127,0.32982615696516293,0.9218723635446892,0.8156069857679621,0.9463134079708604,0.8635184763117034,0.12160046424846416,0.03705859001752421"
399,Echinacea,1,Chicory,47,"1.0580315044136048,1.220999746127573,1.8423450536669401,0.1352070959681353,1.7073751767092937,0.49968346412070086,1.908091576361812,1.3881308010086808,1.707127942756074,0.23368490454195556,0.48290053586707526,0.0022917925686016805,1.9204590412592177,0.7487154576590476,1.292125593938648,1.8310990128070728,0.9335844737585028,1.5846928156285183,1.7876177852602997,0.7299061550453558,1.964022641105435,1.190928414216874,0.8935971691240301,0.8037437711151192,0.10855570149444893,1.8105166954193768,0.3886314914539195,1.231267014414901,0.9786944964375663,1.10683233585186,1.38930604268463,1.1041681382987996,0.14980999650923077,1.5259799966849426,1.027419381152092,0.1357401684196764,0.964946521077356,1.2211492182902435,0.14981027596150587,1.7626710187427204,0.2556720369431187,0.7689853403705529,1.0364512038542335,1.9235274201962684,1.5324893899254335,1.5606473056525352,1.7235231463544263,0.9353456735669587,0.8453738858208422,0.7733785816105647,0.7906182406341697,0.5852422009667506,0.8504029681312524,1.3053910633894943,0.056578272436632604,1.8676258137538144,1.7228310037977328,1.581144450197589,1.4436829483873979,0.9610279670229629,0.710876323539956,1.6850570796343958,0.9432791345051974,0.052871943840943514,0.5587092399806677,0.6204235451935132,1.8223233335753433,1.4085933141491058,0.7311556061433977,0.3298605302835991,0.4855368339321915,0.5968199936792637,1.8211049074648735,1.5628072725528335,0.7645827144244202,1.1421391785455777,0.08323534120029841,1.0249675210440683,0.8599068309606048,0.07813841913809338,1.7165344463131418,0.1944390366697415,0.18363224610476658,1.8784981497141342,0.9756335159858271,1.7348193055244252,1.2249305730378117,0.8352705733484183,0.3443043774572476,1.5084153214700047,0.5139476949866004,0.03934160835478817,0.5457030895762227,0.21792463963860165,1.8144800439777253,1.6863654867770463,0.8335618171395802,1.8823517812889052,1.8551935887968467,1.9615895412536064"
400,Turmeric,0,NotPresent,0,"0.3106370455097337,0.13843660152115933,0.9517211232764973,0.2357176350167548,0.9112217014357232,0.5948712164143319,0.6654609848567463,0.23620211508045208,0.6627767280567228,0.2555198352114103,0.8256239533655786,0.9983614357122105,0.6015575585015327,0.2215760883805432,0.31001117114815446,0.5988799981410047,0.014367942149687729,0.39946712364786796,0.9838381243243055,0.3886971862685965,0.7350436326861389,0.9254949799332268,0.44791160474031555,0.531763849796958,0.7847521221879962,0.8205062996893204,0.2132539246352243,0.6051072766277272,0.24144148010209188,0.4602863222068404,0.44999011675503664,0.47835397638612853,0.5016677948146944,0.7794872643898654,0.9426622284911206,0.3861066325877289,0.10431591426543563,0.7662236898367397,0.46364244637051,0.23622212117459274,0.23330479070988341,0.2771562499148885,0.7995206416487045,0.02217264673789321,0.015093458395011972,0.08259416566865885,0.6794154669134348,0.4928058289613996,0.45888695634723564,0.48785731599645477,0.8916710044727322,0.07402071282667144,0.38421267401772174,0.22977526871594245,0.6814469280167027,0.7433200386992839,0.7071524528028943,0.07533594732830529,0.8131753756392728,0.7452254499158107,0.7688610114549194,0.3996626894749863,0.7486944328678373,0.08264161675373571,0.22115581327224132,0.1663394952881253,0.8017288990054727,0.2994116635958909,0.15094433742413293,0.8935373624930355,0.8673980283057853,0.8582516146237255,0.6009224543858888,0.15280106485208145,0.9438208034381573,0.38191269078953793,0.4128123621032711,0.24418630108362782,0.08438423807988493,0.7442058073952449,0.8200164993652869,0.40908672270841007,0.9345954450067946,0.6017684774974832,0.3708736849029649,0.1895605612298097,0.5025700963161919,0.542552813415394,0.2570485700119052,0.17892557580784885,0.5650385540780196,0.40513982803907467,0.8048027131577379,0.5875903694015614,0.27027805592794574,0.9248045820208273,0.1717336175133407,0.4164744155451757,0.3346857305479495,0.6863246563435222"
401,Ashwagandha,1,Talc,12,"0.45277319205774114,0.4164144000635319,1.8376261719258489,1.4113769511930883,1.005924778014987,1.1061683502326016,1.492849977828546,0.8820648482052673,1.6777718240060229,0.046287766474318426,0.4464461068071617,1.8626887020620886,0.1817846952249107,1.2782069619264984,1.608201643161583,1.8161132053498765,0.14083865165315856,1.0586374607267623,0.21156257625866548,0.5209797401179774,0.2431411162137187,1.0080709034602446,1.447742001971252,0.09708001162620894,1.3530847769294208,0.9216549483593628,0.009966579432170164,0.007764860432726506,0.547942270446466,1.0080088603684518,1.4515297097381428,1.0198299747937312,1.788369850137073,1.9983267300858156,0.6342336837239599,1.9274729906486585,1.4553171023892928,0.07822236404584393,0.7929375609900264,1.3699477341802175,1.4349421127266826,1.0756999244150407,1.4555240349520138,1.906576335600657,0.7510902489837714,1.5217332849776466,1.9812688087595276,1.8707181041090715,0.250156101506233,0.05352825298671249,0.6441064869220121,0.36473074575591036,1.448578570729731,0.3667944559958858,1.2737495431311474,1.2157461070137068,0.17837993979157818,0.8736489631446236,0.9483863636355043,1.0837107853263181,0.06307580792538836,0.1616818813558747,0.8879624906464012,1.7961152073686815,1.0624873561928092,1.587303902739368,0.3539403597898645,1.8273546454191065,0.8384870890152356,1.521201713642281,1.2946991121220535,1.4973490445610813,0.0964577403347544,0.6055641543981818,0.2814638436664323,0.04797848391911552,0.006334323933412822,1.2466926193808543,0.5169884192275782,0.7505626860001611,1.29690763016519,0.20220404204732478,0.5184831834398107,0.30160753180822253,1.8465191242657941,0.103316755674286,1.086970996940579,1.727506574409501,1.2133668021558806,0.06356711921862823,0.1526418603141071,1.2458831556343344,0.9644641224141537,1.6810511537886994,1.482260341324944,0.8026878070245531,1.416577807608105,1.9962487032829181,1.8151844537126154,1.3581969898402506"
402,Turmeric,0,NotPresent,0,"0.39728282339821774,0.205767034877819,0.5799642025199025,0.7588102244884637,0.9245296469956616,0.39397637675733554,0.19169033839017713,0.24514668264780592,0.25157371980221843,0.6763358788600549,0.12760294024767516,0.9723437876430174,0.3501088577175713,0.49171619413442313,0.33226255388981996,0.05998902332970679,0.46004286503655967,0.6225346088337267,0.6252581953758168,0.7714677778249803,0.4745672420414059,0.3925139854508055,0.4606787465133436,0.4998301588705545,0.6440031509505665,0.9700858910132001,0.735701132536467,0.5291887683973535,0.13349439077146985,0.29582380087206783,0.6187000648105806,0.8344512108851587,0.7177039567526605,0.28018121275446695,0.9278574621165312,0.6860736826106598,0.41759441539434194,0.4787155338939161,0.33118021410069287,0.35735062795117045,0.7572071721585493,0.7422298368578835,0.9494178714815054,0.9187661473137873,0.8482239491140212,0.4093365605748951,0.8869169342462447,0.30856510885689603,0.7183431125882459,0.6360014901427996,0.04719393860643217,0.42313073520405553,0.061828444245455194,0.5609852253056384,0.6485146225373405,0.6474822764737826,0.2686920403016868,0.40448284346712327,0.46279100426625563,0.2083987846520966,0.49334842073629437,0.7727157945896351,0.16172551713999106,0.3661233873235711,0.06935316669545799,0.5135742856229708,0.8352794937932654,0.6240865054460114,0.868398958360318,0.01618494749840671,0.4576703184280765,0.5286925255255046,0.6150502629959633,0.3587299248452436,0.9183466448961167,0.3680083685619211,0.20867889239435422,0.3266860899423769,0.43899097956152533,0.8342976688590539,0.48809181272549584,0.1952380555009139,0.4257242657841154,0.7570178131085447,0.653792069134702,0.14062569556569526,0.9858958506136364,0.4503866788293709,0.7059579922784013,0.28148745887201776,0.9921662135170995,0.6600814912783312,0.4644362201808018,0.7263785310384316,0.5136713114207493,0.49020690413685586,0.9337696866504445,0.8170683583667223,0.32967713178073466,0.1818621343373551"
403,Turmeric,1,Metanil Yellow,11,"1.194540926227307,1.9730513851846796,1.7061541606458965,0.7591418974056787,1.0363312317660367,1.7477648512723365,1.0174631687145417,1.841849934575803,0.2466142324250229,0.18751457078274414,0.9928013728843179,1.801574739973902,0.1692927617858082,1.0282742574249122,0.5867832382519249,1.7894075207402278,0.08932403609532513,0.05426212894457905,0.35605547249445624,0.4728089921804248,0.7023034190859416,1.0760674398303856,1.9892942599503687,1.3547815508052732,0.06735626368214831,1.1493726745265171,1.895791032253636,0.16118556179572563,0.6050809283100216,1.7309035391571943,1.5347051783156642,0.8179480994035198,0.978548096075099,1.4010362318184364,1.6780730258006344,0.6276098087144717,1.359564167576792,0.8507113936529154,0.21283596795407056,0.17525583683495594,1.5705380579905297,1.291827191874142,0.2056123736474238,0.18978811120508454,1.5067982841846974,1.8420130877343024,1.1849871709858284,1.7701870129250814,0.9233492632143498,0.37856309673700306,1.8430453107583424,1.8898160845958314,0.5817139763157535,1.3614572141494818,0.5351873784417083,1.668453861846347,0.826921853066251,0.00020932090720160446,1.8712643628493808,0.2961466823698784,1.890253253478876,1.003939842732298,0.6042010521557271,0.6170188678014152,0.029859160811492425,1.0762920728752448,0.4194988696649937,1.6960451518775665,1.6286524605728374,1.569260613491855,0.5309359674904695,1.8925164188705208,0.3308732380879664,1.905151426253181,1.63283883653841,0.08808957269800621,0.2812391684391238,1.1890982584839767,1.396222106500119,1.8505289235981435,1.2518742382051933,1.126870123758642,0.2967610811975865,0.8770301069406179,0.1881740909036429,0.17566439868516026,1.3981936056137174,1.6512085470787907,1.750090362222649,0.6707812654659462,1.2911444094874254,1.8416938008375605,1.4338382859838343,0.4221865469872881,1.093784769049028,1.0146370994608926,1.184863033503392,1.5831188830801974,1.769859087788341,0.44081692096117653"
404,Echinacea,0,NotPresent,0,"0.24988632641608555,0.09692947673491104,0.12094529143993127,0.5927170887378266,0.5307358201038853,0.28127946301717555,0.794071268177207,0.6376315069271524,0.6273652222094537,0.2508458780657463,0.923359915312734,0.7997194720660011,0.5224817109532379,0.3777469108810765,0.16762759094935764,0.36110828183719623,0.306177052091538,0.8688454177374209,0.5614117816996878,0.835248167029453,0.034990282626813585,0.5310025201354382,0.8018596278107163,0.8126746861780434,0.10353591604265577,0.37434914811235886,0.21507278424142073,0.1699326323564625,0.5668983396028973,0.6562665009382285,0.6945636331501421,0.046569836516904606,0.156542313597544,0.49730871179656877,0.8321715442154165,0.2919599612723569,0.7193759772998919,0.9661660425530143,0.10377628405348294,0.8876757294584231,0.7604615217112274,0.562964584482755,0.40642428259608365,0.8378219226188636,0.03382135400923214,0.1897077906859459,0.03845636566208499,0.812615426252836,0.8574579664805272,0.3279812786749967,0.7301447286611589,0.0411496489729678,0.4409712091402931,0.9537999961284838,0.6940341029051288,0.8597589738143508,0.007625399180396508,0.41896117090229745,0.936126957955106,0.18326072152950035,0.9171905718212946,0.5243490489548761,0.3456928476318496,0.07545175678968474,0.38302747639765766,0.8102179520426455,0.19129575023911927,0.5609186512330632,0.693699064994417,0.12073488025968393,0.19922696043212107,0.9127164968427027,0.7364438672875376,0.6740761250770361,0.38161416386478686,0.354794789747953,0.7845035088530342,0.6139309226345091,0.246150221817945,0.5755713990919904,0.7733331914637847,0.8008436318652691,0.9595591737450219,0.20739255277291335,0.39944077120024146,0.05412867221897211,0.3824926716793403,0.6673326903726462,0.6527252013097826,0.45932509002052835,0.8596844676714649,0.5372112834484998,0.08845839199088923,0.5098494890878063,0.7950370655602161,0.12556495496151932,0.41236883014745507,0.6161236805618603,0.790260969277788,0.3033855331478609"
405,Ginkgo Biloba,1,Talc,38,"1.6777140461556566,1.8155076100658476,1.7715553593892441,0.745472032790151,0.875048576024509,1.2498283812170006,0.22571717162801885,1.1498326961311838,0.08247705262348215,1.7074168773169067,1.651023671763042,0.5248339154183286,1.373003453759091,1.4509995078552167,0.12103480192890337,0.2410311002882526,1.8578641151900872,1.5213358240573513,1.0226036987022855,1.7123283506088816,0.9262062855991546,1.898305405439637,1.9725535906068563,0.3138903977909815,0.7853968655520862,0.1450909763217938,1.569746668878473,1.9824568393749875,1.3443096297707395,1.1371317884182692,1.9272736445575023,1.5111038613454764,0.4889200736165813,0.4978687341918022,1.6569817636329378,0.5595548672612878,0.1984639967673376,0.21522831943745757,0.0042241263282774,1.3872812728224302,1.3284746360592372,1.704261208638143,0.3463909425463976,1.8427083002459024,0.1825891339123502,1.3673947920487917,1.875189175263055,0.9446488814239489,0.1754955221099077,0.5089632411047418,0.32074003536692697,0.7062797367679667,1.1027865356589526,1.1074668172909394,0.40936186695344445,1.7388772259341587,1.409139932882957,0.559535042591986,0.23401501243812417,0.751420224780811,0.480802605038011,1.8237760663247873,1.7489137022606147,1.7500710921349851,0.22843970775080757,1.9223409798510032,0.14432823596080113,1.8672115120339112,0.8684135654266982,0.9114536393061476,0.12009361977696309,0.9359882783397193,0.9402295358809822,0.3233916021374905,0.6572038985307964,1.8445350319537905,0.03930860021823368,1.0755784983350762,1.5063932598980396,1.4113242035141245,0.2879077108044399,1.5513631591476569,1.7546850809613368,1.1585336023743558,0.052962970964841816,1.4182135991890934,1.0798794234828357,1.140179294979599,0.043370638395426875,0.8343145232947748,0.48857969286299885,0.28703556634453475,0.15634538531445963,1.2785982702026164,0.11804359351331795,0.9366420284283583,0.3089944118679726,0.5277185535178202,0.09225152334150799,0.4510439958391663"
406,Ashwagandha,0,NotPresent,0,"0.08249243311092358,0.39147837434527843,0.42247554268627285,0.5092164616333498,0.6829769586521578,0.29710959360031663,0.9848946400739353,0.0758954770481386,0.8735538972736446,0.7472124338901945,0.7033795326620494,0.1070295862410422,0.36186776989466696,0.7611327327226821,0.07696098585291478,0.3572370464892979,0.17689550349049632,0.873635363299605,0.6387579254809294,0.9032136083505605,0.2960860451398235,0.4799457452324517,0.15917638785277322,0.43689347420064406,0.5309029071409787,0.8537140838548836,0.9793197419171221,0.46138634656672173,0.39523327326421853,0.31430008338578874,0.2899826492325397,0.7007356506667354,0.4544798462505515,0.9662214707289466,0.8229711439141841,0.9888414971855285,0.5070430608394733,0.1400153017476765,0.7041235025663839,0.9663873978763018,0.9280266159648807,0.004506748115735482,0.7561268221922339,0.11617166186826677,0.4035189963331087,0.6980123845197324,0.2059001501048473,0.29079029643691434,0.12191926647799722,0.7962321642838753,0.945394605028187,0.644045175951063,0.7805707050197008,0.017974015881446648,0.43200638418777315,0.6943615545053244,0.3121024542545857,0.10373699653411206,0.421809433154567,0.13868286052829837,0.628242401098387,0.7998727387360792,0.723210549078991,0.7907864738475601,0.9175731357417948,0.7535508820117631,0.4470914325266141,0.5443580369650098,0.6817023173606088,0.18152047763027102,0.6146748015492528,0.4048827898542855,0.9837962115152998,0.6750375441637302,0.966945813050824,0.4993299873728484,0.812996060792969,0.3839220585319083,0.38496935093667295,0.3383725790955495,0.8917758862163793,0.7177911734509673,0.5892781370825687,0.5455673347363805,0.6919700485094896,0.5375452386889398,0.26783568796205715,0.19336377364104596,0.8159624181429449,0.9359265182895352,0.7536912671677944,0.10700762082902171,0.1933739266766642,0.9200641470303794,0.45616105622242453,0.9371158944398645,0.7196834568372996,0.8388479997550713,0.43852111194302246,0.6795200103545236"
407,Ginkgo Biloba,1,Dextrin,22,"1.2103171185655095,1.867569258375086,0.49121859440198734,1.0992235314597403,1.9888068786104545,1.7319467437276392,0.539887352198984,0.4798418205562318,1.8878174938196104,0.839837387177494,0.920526269320344,0.3344865048132213,1.4678813679581746,1.1527449336870021,0.23078685813685706,1.0822238297543423,1.1531599492570603,0.2456084634947675,0.5361842750405834,1.1945094039608946,0.6854270024457012,0.6894870053741182,0.9541142939047402,1.882643830252011,1.0477024003341517,0.23421233805817843,0.8475362558080282,1.4426730049990173,1.862385935271171,1.1783430690197874,0.9063037527845721,0.03428013979912814,0.21776430778119127,1.1902212525173328,1.7749661220677893,1.3051765272995317,1.27670803786494,1.5843609094416284,1.1694468283432575,1.7680439650203308,0.22045818407246953,1.9873029822446346,0.7087034232383764,0.39641015507964306,1.956302986741713,0.8683610858855213,0.9874850520177745,1.8042900409451463,0.6179959678314155,0.4803290592041467,1.599914527022567,0.6661393282416204,1.9796648040769111,1.89666343507296,1.3953555083949367,0.033840618862796656,1.6509360431475564,0.6275780975575136,1.9838357047545245,1.8913019796719888,0.47920675152259085,1.1920660972391224,1.3161859011289547,1.0936344319176035,0.927342647052819,0.3252795811157856,1.5914798856831338,1.7156452962917645,0.5136285270334517,0.706352260475051,1.9650793416449404,1.8602502033140533,0.9136424880876655,1.584556162200826,1.6329111803493668,1.8553186832695434,0.9580444225446441,1.0817787245265726,1.4079519590192577,1.5047471210696226,1.1448624339297964,0.27685735576480974,0.3610735131634306,0.4582722920489173,0.8265208612747781,1.3796829984662196,0.6336380359740648,1.1765811907681363,1.7020266299087785,1.9137434971906382,0.6587090207371089,0.6734202878485362,0.00909722981713501,0.5547179352341625,0.6811126842973922,0.5242018376405531,0.6911404298737815,0.41772087810392167,0.6951792512649588,1.5806481721179981"
408,Echinacea,1,Chicory,4,"0.5991156354305625,1.4021072428373769,0.933116720104618,0.5736863912832826,0.9445211029387999,0.5621397918996951,0.5621641830959936,0.5146572375946132,0.8901585067192961,1.7714580157610875,0.5895643640086434,1.372945727645245,1.506108571635195,1.1122537760518312,1.886502415511114,1.2732134450843162,0.6943957574926996,1.3811059887147423,0.27455388839212524,0.25274405849065085,1.8244887382043107,1.774058906393233,0.6851466111177971,0.046492672103053856,1.8177687471944506,1.0763461305794888,1.9491323878769564,1.4743861179307436,1.61704106610374,0.17417057011639425,1.3811089514446693,0.754912440153183,0.22139752881410701,1.8725781287091285,0.22403207405743664,0.08824643449355829,0.2487247275871547,0.555558402986656,0.7664585181837971,1.5136845213766132,1.115489343660664,0.41349289666549005,0.5245138824069189,1.8906535447603874,1.0905808039357172,1.7817911126014163,0.8022100728119319,0.8611179560908695,0.14533495955576292,0.015332558559701281,0.18198815104399313,1.8207159843844223,0.6405628215098789,1.7360282315083613,0.41091378877890383,0.312350920389056,1.399130938490902,0.7492235694289731,0.5015029839721219,1.7320840284974905,0.8230043442762425,1.8593585472152556,0.7060928980555363,1.1601869005174221,0.4892038495016868,1.4344085971237988,0.2763244964892593,1.7569870209097491,1.2080431028348073,0.09762175652998262,1.1913937021194287,1.5950619052388246,0.5558538195347007,0.18865107028014982,0.8476610888671039,1.9959217635656017,1.147658337267956,1.0094568722899442,0.26167481642559975,0.2393733798021105,0.8830918011198781,0.9340956222999148,0.47798121402518645,0.16353309432213226,0.6795697310206936,1.2461297372386957,0.9481646413911182,0.39528251893569477,1.0988958463927647,1.9273285986854962,0.6476986873914214,0.9610347336957721,0.7541870096008882,1.8210172911339018,0.6229241264224967,0.1773630440445766,1.8803312370356344,1.5593546251455732,1.2017586205860713,1.0657115037037597"
409,Turmeric,0,NotPresent,0,"0.24672853098002945,0.8367597567621575,0.2197180548741925,0.5485413741148927,0.5213017696048078,0.456807859724246,0.24233066532341152,0.11679783395793775,0.34009660268917696,0.6339612023208825,0.43056987680329073,0.532845134967875,0.4464308032255101,0.6723395262134012,0.23457888198772114,0.7709956861862575,0.15693189130413587,0.5032287712366174,0.31994003239788593,0.9947229539788205,0.4971348691169082,0.08989897197415764,0.40157121237165905,0.4419048212374399,0.42026040749104765,0.4867053610891334,0.7222847570719719,0.20839529782289556,0.5237753679583582,0.0911080195533368,0.8467823840184523,0.20177515838066007,0.5024671815171323,0.9847359971985313,0.06934727219152004,0.026530306328275022,0.6601170955028258,0.314799579610047,0.7746859690007211,0.2006507096262038,0.05222479506306654,0.7841575435356309,0.44354927895118157,0.11039153126738122,0.6538979604787769,0.5642785694322136,0.14764023444385777,0.6592018132160078,0.1667209487124255,0.6117187617182054,0.9836349772989851,0.11100220205642819,0.002447342898561966,0.8853866816318468,0.7735170448640025,0.7003774962624039,0.4838388432610208,0.07433110134284382,0.4015993550903717,0.5164348470040226,0.16758895299591192,0.6606486960719499,0.5562094618086871,0.08498492386898271,0.792956742867425,0.014644516694652943,0.8490019077589441,0.8838269640875408,0.20251122490619244,0.7912797538023999,0.637271063938881,0.6983477927676879,0.947844410961379,0.5315037451184017,0.36075659618977307,0.09460242876488223,0.9393591611633376,0.15972662122103887,0.10732112809184802,0.7632838252382385,0.7312961530461114,0.7697098679616662,0.6315131682073638,0.36060119367484844,0.9062012685228468,0.5735032522504279,0.42582125538691595,0.38770209349963614,0.3243118816563263,0.5212637736547447,0.8879337600844952,0.5720579184191706,0.6913457002539818,0.4974067742610866,0.7590520182755208,0.184026381887743,0.8119199332834138,0.2019678154332113,0.3130833701564727,0.44141774545863344"
410,Ginkgo Biloba,1,None,15,"0.7098045128138775,1.9924996414006217,1.7034008783494723,1.1228200589981294,1.3729170906309924,1.6060338820045303,1.7979496742231345,1.5333441265410293,1.5668610888372188,0.6162326422448487,0.8506652805384451,0.7930487555437264,0.04483864130298709,0.2951448623155337,1.4348313398169608,0.5717601383439499,0.16032039141061327,0.0025111792749006323,1.3351565090557795,0.23884581258941462,1.4919113122867413,0.5308244492082748,1.089816528277042,0.8224714226135541,1.7413104618052235,1.6751745529359114,0.1733186871547061,1.7354495964361936,0.5881907230946528,0.8691732683757032,1.4381717442163358,0.29428910415280374,1.9885268693504707,1.1040206390034102,0.6150217309598354,1.412631127436112,0.3718139251859416,0.5124331301287475,1.117015616937745,1.9683875126575399,0.6528115129308225,1.7967849982298032,0.7945747727114423,1.3124087789601209,1.272526627167352,0.47846024521637087,1.4425159047476033,1.4294816613431198,1.9941733652323472,0.8425279258170586,0.3119362770043326,1.1327405367735428,1.3751214250985158,1.3043521458038532,0.17121259384888843,1.2297632037487713,0.622462595554925,0.6865922360952708,0.0718314026251421,0.822726475194755,0.9120016856314999,1.3627148631110533,0.44685444268506425,0.34449382915200477,1.2866513729421816,1.2590073748054038,0.4338569417477167,0.6548618811331097,1.3921436704597672,0.8520903192980538,1.9920659453090632,0.3059495131268579,0.9641723353284932,0.11950677294250167,0.8978925825511697,1.4713489220574154,1.9609329441790977,1.129815248762771,0.9022243944012185,0.07047317554805632,1.4858165881722907,1.0472474077751517,1.5453632805134039,1.7705132507790806,0.5456748547832635,1.2491166754238645,0.16703713432819356,1.1385670318551036,1.8150379259852187,1.4528600230426203,0.07786475195976528,0.5930388554963786,1.209012468986918,0.6252797705184447,1.556605889211157,1.973602885213468,0.6046624285206048,0.7211504033852891,1.1366989560884333,0.7767634828029248"
411,Ashwagandha,0,NotPresent,0,"0.9880097237337674,0.641252741507464,0.5462105437475614,0.6816125863637377,0.9426900726528888,0.18400805999825443,0.8420223877563022,0.8412999162827988,0.6055533344249542,0.4745812843134568,0.9824460199291836,0.2973030173891038,0.01581719316252861,0.11313170129191186,0.30181318938678137,0.9733552400130444,0.10178522948174351,0.7480397790706615,0.5719883616640989,0.7324536491755154,0.4507853258704645,0.37960242495094576,0.8439228262026212,0.396112001852013,0.5293330455791786,0.646277773088553,0.1729463597482861,0.7633402453390333,0.07704184674852499,0.8559152223283641,0.8256421405952334,0.41367348528628645,0.013971799759060821,0.7387805840035006,0.32125517903306144,0.1255791491815914,0.39529338883404896,0.8646769072186402,0.27566403366125436,0.2203757268443971,0.8918330458633208,0.5057493600433377,0.11821589746336347,0.11653665240342659,0.5285285760628469,0.6971438028009906,0.2778426211537457,0.5747182919779354,0.23817608401855828,0.2264458396007374,0.20310554346845222,0.7306841692860555,0.1799899434335479,0.45704597177023065,0.8930574564772967,0.9770202756262023,0.4605234631780101,0.5591623917957114,0.9081686540783835,0.5270800941609076,0.42222447389207285,0.7865721272409566,0.6871430966697893,0.38758192015490134,0.7457478455506902,0.5014714843798397,0.9473043752293194,0.08698040839285881,0.012966560380939463,0.6464212138099561,0.3337262030239818,0.19342497592118368,0.999034121961658,0.9367590333652146,0.7762585978097313,0.35451727756655416,0.8636404544160896,0.47838626604529677,0.7556415646157597,0.5586761669667304,0.6978723213387248,0.584007010251858,0.8439446417665974,0.6724633020837758,0.690775617009751,0.2204915821282294,0.615151262510287,0.48245867291128475,0.39322524064758235,0.6173701353684488,0.46381657809322185,0.9963323162682577,0.39808366124431915,0.1777282938110134,0.5774954135940197,0.8000519759387842,0.17203652612802478,0.13380546921328573,0.3727102992323016,0.6520636662837185"
412,Ginkgo Biloba,0,NotPresent,0,"0.6648294079260798,0.7317449476603309,0.7127973631791528,0.24457112633970746,0.5252376629266479,0.5397091550357183,0.2928099233339492,0.6161952860046382,0.9544817850100983,0.5998626901471554,0.21142714627737835,0.4106626601206119,0.10984483586504223,0.6120813484227532,0.6807961692044641,0.6155085454487175,0.9139559786430002,0.4414377266401437,0.9223454200803937,0.7599416711612772,0.41342657710890407,0.2796777147295165,0.28580330755370487,0.7183515218510884,0.24120026643063586,0.0657374933567233,0.25347587865384424,0.8759241688365992,0.5066407910860268,0.7895477969585492,0.8219282779501439,0.6858508258075078,0.7813042606902937,0.9249357251551018,0.3835409055889204,0.8638951904595119,0.34524307841335555,0.8240243261552881,0.5589378306297563,0.5909648495192571,0.6470880700720193,0.1640974429062012,0.05175006979029717,0.043913519858230554,0.46447237307805156,0.5846100793592974,0.6148913113203895,0.8215095036294919,0.1878030902484672,0.9632552827007476,0.20462372025141662,0.4410587052833579,0.010765419211100857,0.21152172634927469,0.024994858885282523,0.683865907986539,0.14560726189012918,0.3869319276448332,0.835716936671948,0.26848243278299455,0.6172115154470711,0.6301446000749038,0.47010684239147027,0.23263555295339666,0.4510025947424521,0.8233099399907141,0.8183670406753931,0.44274257797574534,0.6920529968660423,0.06133343627592991,0.5439468863872517,0.5146741959604433,0.23710343981269266,0.48566650807793643,0.13689650261397945,0.028738587083601552,0.7445932326142334,0.636136991723395,0.03447164327551411,0.42808485291160137,0.6801789639767315,0.943203091510798,0.7414553960624278,0.23769103065320052,0.0428091524057338,0.12120244610618103,0.2781861711186965,0.6619917341616043,0.05577280405321272,0.4583379498842045,0.3024911570827835,0.42659436953910357,0.7606654757839897,0.9611078700013087,0.3455936379102651,0.4856485905612574,0.638030628921515,0.9074578474092048,0.58440222850956,0.42387158889490095"
